PRDLST_NM,BSSH_NM,
프리미엄코큐텐100mg,코스맥스바이오(주),
퍼멘텀유산균-HSA,(주)메디오젠,
트레이닝웨이초콜릿맛,콜마비앤에이치(주)음성공장,
블로썸365,주식회사한미양행,
골드프로폴리스,코스맥스바이오(주),
아이솔루션,코스맥스바이오(주),
유한m아이헬프루테인디파인,(주)네추럴에프앤피2공장,
보령나토진,코스맥스바이오(주),
멀티비타민&미네랄실버,(주)서흥,
요로포뮬러,(주)한국씨엔에스팜,
리튠하와이안스피루리나,콜마비앤에이치(주)음성공장,
헤파칸,(주)한국씨엔에스팜,
코큐텐플러스,코스맥스바이오(주),
와일드망고다이어트,주식회사노바렉스,
핫바디다이어트1500,네이처퓨어코리아(주),
하이큐플러스-블랙(수출용),네이처퓨어코리아(주),
키즈멀티츄어블,네이처퓨어코리아(주),
뉴트래드비타민D드롭,극동에치팜(주),
고려홍삼골드캅셀프리미엄,(주)유유헬스케어,
릴렉스라이프,네이처퓨어코리아(주),
구연산칼디츄어블,네이처퓨어코리아(주),
수고하신당신,극동에치팜(주),
리버포뮬러,극동에치팜(주),
황작홍삼젤리,코스맥스바이오(주),
프로바이오틱스Q,(주)한국씨엔에스팜,
튼튼닷컴홍삼튼튼박사,(주)네이처텍,
징코맥스플러스,(주)한풍네이처팜,
굿락19종혼합유산균,(주)씨티씨바이오,
베터블러드써큘레이션투모로우,네이처퓨어코리아(주),
힘비,동서바이오팜(주),
표면발효홍삼농축액,(주)에스제이바이오텍,
발효홍삼농축액천(天)플러스,코스맥스바이오(주),
닥터.비타민D드롭,코스맥스엔비티(주),
C-500나인베리맛,네이처퓨어코리아(주),
골인,(주)아오스,
C-500레몬라임맛,네이처퓨어코리아(주),
우리가족종합비타민,네이처퓨어코리아(주),
코알라팔스생생유산균포도맛,코스맥스엔비티(주),
코알라팔스생생유산균딸기맛,코스맥스엔비티(주),
에너지포뮬러,(주)한국씨엔에스팜,
엘레뉴5,(주)서흥,
식물성피부유산균,네이처퓨어코리아(주),
아이케어포뮬러,(주)한국씨엔에스팜,
밀크씨슬칸,코스맥스바이오(주),
헤파포뮬러,(주)한국씨엔에스팜,
해피아알지플러스엠에스엠,(주)유니쎌팜,
코엔자임Q10100mg,코스맥스바이오(주),
액티브-비타씨,코스맥스바이오(주),
오하나프로폴리스,네이처퓨어코리아(주),
쎌티아이골드(CellTiGold),주식회사셀로닉스,
스피루리나450,네이처퓨어코리아(주),
눈에좋은안국루테인플러스,(주)한국씨엔에스팜,
바이오장유산균,(주)서흥,
+프리맥,코스맥스바이오(주),
바이오장유산균,주식회사노바렉스,
아이루텐,(주)알피바이오,
파워락,동서바이오팜(주),
천비솔,주식회사바이오에비뉴,
나토키나아제,풀무원건강생활(주),
HCA2800다이어트그때로,(주)오투바이오,
125건강엠에스엠,극동에치팜(주),
간건강엔베타글루칸,풀무원건강생활(주),
로얄홍삼정골드,대동고려삼(주),
식이섬유365,극동에치팜(주),
감마리놀렌산보라지오일플러스(수출용),네이처퓨어코리아(주),
해조칼슘-D(수출용),네이처퓨어코리아(주),
티이아이-프로바이오틱스,주)팜크로스,
쌀마그네슘(수출용),네이처퓨어코리아(주),
라인업다이어트CLA(수출용),네이처퓨어코리아(주),
비센장사랑다이어트,(주)유유헬스케어,
락토철분24(수출용),네이처퓨어코리아(주),
락토엽산600(수출용),네이처퓨어코리아(주),
퓨어크랜베리,주식회사노바렉스,
트리플라인,코스맥스바이오(주),
마시는생유산균,(주)뉴팜,
건미락리버쉴드,종근당건강(주),
유니크프로폴리스추출물100,유니크바이오텍(주),
락토바실러스살리바리우스에스엘(SL),주식회사락토메이슨,
녹십자웰빙비타민D1000IU,동서바이오팜(주),
베터헬씨멀티비타민&미네랄,네이처퓨어코리아(주),
황유,(주)비티진,
화련관절힘,주식회사한국바이오건강,
한빛인제칼슘프리미엄비타민미네랄,주식회사한미양행,
하와이스피루리나플러스,이앤에스(주),
크레아틴,(주)한국씨엔에스팜,
밸런스파워부스터,(주)바이오로제트,
밀본,주식회사노바렉스,
엑스알레드시크릿,콜마비앤에이치(주)음성공장,
서큘레이션,콜마비앤에이치(주)음성공장,
베타기어3,코스맥스바이오(주),
바이오MSM,동서바이오팜(주),
홍삼농축액알파,대동고려삼(주),
폴리덱스트로스식이섬유,인터맥스,
체지방의여신,주식회사한미양행,
청명비피더스,(주)청명자연과학,
베타기어2,코스맥스바이오(주),
멀티비타민포맨,(주)서흥,
뉴트리디-카페허벌티테이스트다이어트,(주)비오팜,
서흥어린이수퍼바이오틱스,(주)서흥,
MSM프리미엄,네이처퓨어코리아(주),
베타기어인텐시브,코스맥스바이오(주),
멀티비타민&미네랄,(주)서흥,
비타민D2000IU츄어블,콜마비앤에이치(주)음성공장,
홍삼순액로얄클래스,풍기특산물영농조합법인,
편한홍삼농축액리미티드,풍기특산물영농조합법인,
데일리홍삼정,풍기특산물영농조합법인,
해피트릭스,콜마비앤에이치(주)음성공장,
젬프로바이오틱스,코스맥스바이오(주),
다이어트마스터12.8,콜마비앤에이치(주)음성공장,
아미노푸드업,코스맥스엔비티(주),
더맘엽산,콜마비앤에이치(주)음성공장,
셀렌아연,(주)한국씨엔에스팜,
금사상황버섯추출물(원료),금사머쉬앤팜,
홍삼정리버스마일,풍기인삼농협,
헤모마임,(주)아리바이오에이치앤비,
한삼인안심홍삼정진,(주)농협홍삼,
피앙세다이어트사이즈핏-뷰티라인,코스맥스바이오(주),
클린워터다이어트포도맛,콜마비앤에이치(주)음성공장,
코엔자임Q10플러스,극동에치팜(주),
칼슘플러스비타민D,네이처퓨어코리아(주),
칼마D프리미엄,(주)한국씨엔에스팜,
베코바씨,(주)뉴트롬,
리셋비타1000,(주)네추럴에프앤피2공장,
이지씨지-테라,(주)뉴트롬,
건미락씬바이오,종근당건강(주),
건미락맥스칼슘,종근당건강(주),
와일드망고쁘띠,코스맥스바이오(주),
장길보,주식회사노바렉스,
리바디다이어트,콜마비앤에이치(주)음성공장,
달맞이꽃종자유,(주)서흥,
헬스빌몬스터WPI게이너,한국네츄럴팜,
프로폴리스,한국양봉농업협동조합,
클린비화이바,코스맥스엔비티(주),
코큐텐포뮬러,(주)한국씨엔에스팜,
12종혼합유산균1511,(주)쎌바이오텍,
아이센스플러스,(주)한국씨엔에스팜,
건미락에스지골드,종근당건강(주),
간에좋은밀크씨슬골드,극동에치팜(주),
건미락비에이치파워,종근당건강(주),
셀렌업큐,코스맥스엔비티(주),
헤프로엠,(주)유유헬스케어,
풀타임,(주)아리바이오에이치앤비,
키즈칼슘,콜마비앤에이치(주)음성공장,
클린타임,(주)아리바이오에이치앤비,
건미락쏘팔메토진,종근당건강(주),
고철남홍삼분말,(주)그린바이오,
웰키커(well-kicker)멀티비타민앤미네랄,디에이치팜(주),
비타민B컴플렉스,(주)서흥,
누리웰슬림앤뷰티,콜마비앤에이치(주)음성공장,
메치리더,(주)뉴트롬,
닥터프로바이오아이비에스,(주)비피도,
클린판1173,(주)뉴트롬,
건미락혈류앤,종근당건강(주),
건국아르징크골드,주식회사웰파인,
덴티에센셜,(주)네추럴에프앤피2공장,
어린이칼슘&비타민D,극동에치팜(주),
고려태극인삼분말,포천인삼영농조합법인,
닥터진화이바,(주)유유헬스케어,
닥터프로바이오징크,(주)비피도,
닥터프로바이오람노,(주)비피도,
닥터진다이어트,(주)유유헬스케어,
혈류혈행에는나토키나제솔루션,주식회사노바렉스,
한국팔간보,극동에치팜(주),
프리미엄징코빌로바,극동에치팜(주),
칼마그밸런스,코스맥스바이오(주),
유니크수용성프로폴리스,유니크바이오텍(주),
아이엠지맘스철분,(주)한국신약,
워너비키토산가르시니아,(주)비오팜,
슈퍼칼슘마그네슘,코스맥스바이오(주),
조인트글루코사민,(주)서흥,
다이어트CLA플러스녹차추출물,코스맥스바이오(주),
그린스토어그린맘뉴트리밸런스,(주)유유헬스케어,
닥터나토키나제,주)팜크로스,
면역탄탄키즈알포하루치,경북과학대학식품공장,
홍삼농축액분말,(주)일화,
키토산올뉴퍼펙트,(주)한국씨엔에스팜,
건미락황제보,종근당건강(주),
건미락관절슈퍼파워,종근당건강(주),
눈사랑루테인에이스ACE,(주)한국씨엔에스팜,
보령복합쏘팔메토골드,코스맥스엔비티(주),
홍삼정골드,농업회사법인(주)동서웰빙,
슈퍼에스디팻,코스맥스엔비티(주),
슈퍼에스디팻파우더,코스맥스엔비티(주),
슈퍼핏에픽슬림제로,코스맥스엔비티(주),
삼성MSM,극동에치팜(주),
7종혼합유산균12211,(주)쎌바이오텍,
관절사랑프리미엄,(주)유니쎌팜,
삼성MSM100순식물성,극동에치팜(주),
홍삼정(원료성),화성인삼영농조합법인,
더사리오,(주)녹십초알로에,
6년근고려홍삼정골드플러스(PLUS),태웅식품(주),
슬림밀다이어트,(주)한국씨엔에스팜,
헤파케어,주)팜크로스,
리턴포르테,주식회사바이오에비뉴,
닥터스뷰홍당퐁당,(주)메디언스,
아반바슈퍼로얄레드칸,주)팜크로스,
아스타아이,(주)화진바이오코스메틱,
헬스트리포맨,(주)유유헬스케어,
스마트본,(주)메디언스,
스마트스킨,(주)메디언스,
스마트에너지,(주)메디언스,
라파플러스멀티비타민,주식회사한국바이오건강,
황금홍삼정,농업회사법인(주)삼흥,
홍삼정홍삼농축액,대동고려삼(주),
홍삼정Ⅱ플러스,농업회사법인(주)삼흥,
헬스원베네콜,(주)서흥,
코엔자임Q10,(주)서흥,
칼포유,(주)유니쎌팜,
딥앤슬립,(주)네추럴에프앤피2공장,
뷰티프리다이어트(BEAUTYFREEDIET),한국바이오팜(주),
미네랄혼합분말,코스맥스바이오(주),
루테인&비타민A,(주)서흥,
MR.미스터쏘팔메토플러스,코스맥스바이오(주),
24와일드다이어트,네이처퓨어코리아(주),
장용성슈퍼오메가-3,(주)서흥,
한삼인홍삼정환스타트,(주)농협홍삼,
프리미엄원기정,코스맥스바이오(주),
퀴노다인S,코스맥스바이오(주),
인삼농축액,농업회사법인(주)삼흥,
노르웨이산프리미엄오메가-3,코스맥스바이오(주),
그린체로젠빈수,풀무원건강생활(주),
슬립마스터,(주)네추럴에프앤피2공장,
정일품침향,주식회사한국바이오건강,
쁘띠앤칼마디,주식회사노바렉스,
조인헬스,코스맥스바이오(주),
활력마그네슘350,네이처퓨어코리아(주),
썬츄어블비타민D(복숭아맛),주식회사아람,
멋진비타민C(레몬맛),(주)뉴팜,
써니비타민D플러스C(복숭아맛),주식회사아람,
우리가족생생유산균,네이처퓨어코리아(주),
리와인드감마리놀렌산,(주)세모,
활력에너지충전비타민B,(주)한국씨엔에스팜,
프로폴리스복합분말,서울프로폴리스(주),
파워드라이버,종근당건강(주),
클린씨2000,(주)뉴트롬,
철분엽산플러스,풀무원건강생활(주),
스마트큐프리미엄,(주)서흥,
가르시니아황윤다이어트옥수수수염차맛,(주)삼양패키징광혜원공장,
이너비아쿠아뱅크,(주)서흥,
맛있는키즈홍삼진,코스맥스바이오(주),
관절오케이(O.K)프리미엄,동서바이오팜(주),
위드리버,주식회사노바렉스,
+눈앤기억력,(주)한풍네이처팜,
셀로맥스명품에이스유산균,주식회사노바렉스,
더웰스로얄프로바이오틱스,주식회사한국바이오건강,
와카사겐플래티늄골드,주식회사한국바이오건강,
홍삼정캡슐골드,금산덕원인삼약초영농조합법인,
허벌알로에겔,코스맥스바이오(주),
키즈액션멀티비타민미네랄,엠에스바이오텍(주),
비타C플러스효모셀렌,주식회사노바렉스,
아이엠지멀티비타민B+EC,(주)한국신약,
조인트커큐민,한국코러스(주)건강기능식품사업부,
닥터진프로바이오틱스오리지날,(주)유유헬스케어,
베이비앤키즈락토프리미엄,주)팜크로스,
아반바슈퍼다이어트리셋,주)팜크로스,
아침애(愛),주식회사굿씨드,
본가드칼슘,(주)네추럴에프앤피2공장,
슬립큐,(주)네추럴에프앤피2공장,
리셋신바이오틱스네오,(주)네추럴에프앤피2공장,
함소아키즈DHA플러스D,코스맥스바이오(주),
에브리데이오메가-3,코스맥스바이오(주),
남양931플러스,(주)네이처텍,
뉴트라비타D1000IU,(주)알피바이오,
오메가-3포우먼,코스맥스바이오(주),
프리미엄골드혈당엔닥터-G(지),주식회사한미양행,
키토시니아듀얼액션,한국바이오팜(주),
슈퍼루테인컴플렉스,극동에치팜(주),
유유칼슘,(주)유유헬스케어,
홍삼아이튼튼프리미엄,(주)일화,
프리미엄생유산균골드,(주)오투바이오,
온톤비타민(ONTONVITAMIN),(주)한국씨엔에스팜,
아멕스7,(주)한국신약,
닥터플러스+유산균19,(주)네추럴에프앤피2공장,
유한m루텐아이볼란테,(주)네추럴에프앤피2공장,
서흥슈퍼프로자임락,(주)서흥,
스피루리나,코스맥스바이오(주),
비피더스키즈유산균플러스아연,(주)비피도,
더블액션팻마스터,극동에치팜(주),
땡큐엠에스엠분말,주식회사한미양행,
써큘레이션,한국코러스(주)건강기능식품사업부,
라인을살리는원샷다이어트사과맛,네이처퓨어코리아(주),
라인을살리는원샷다이어트오렌지맛,네이처퓨어코리아(주),
헬시슬리밍다이어트티석류초맛,콜마비앤에이치(주)음성공장,
하임생유산균플러스,주식회사노바렉스,
프리미엄6년근홍삼정,엠에스바이오텍(주),
통(通)관절마디케어,(주)하티,
에르시아,(주)네추럴에프앤피2공장,
리셋프로다이어트,엠에스바이오텍(주),
행복한홍삼농축액,농업회사법인(주)청정인삼,
한국익간보플러스,(주)유니쎌팜,
키토산퍼펙트컷,(주)비오팜,
리버케어맥스정,에스케이내추럴팜(주),
눈건강루테인&비타민A,코스맥스엔비티(주),
지큐랩(gQlab)에스(S)신바이오틱스,일동바이오사이언스(주),
블랙포스마카,(주)서흥,
프리미엄알로에겔,웅진식품(주),
홍삼차,(주)화인내츄럴,
홍삼성분정환골드,(주)화인내츄럴,
홍삼농축액골드,(주)화인내츄럴,
한국보간정,(주)케이지앤에프,
프로비멀티비타민&미네랄,서울프로폴리스(주),
의간보,콜마비앤에이치(주)음성공장,
굿모닝다이어트,한국바이오팜(주),
더칼슘,콜마비앤에이치(주)음성공장,
눈에좋은루테인골드,극동에치팜(주),
고려태극홍삼분말,(주)화인내츄럴,
슬림핏앰플,코스맥스바이오(주),
발포다이어트라임맛,코스맥스바이오(주),
라파플러스클로렐라,주식회사한국바이오건강,
고려인삼차,(주)화인내츄럴,
라파플러스글루코사민,주식회사한국바이오건강,
메가비타민D마그네슘,콜마비앤에이치(주)음성공장,
헬시슬리밍매직컷팅파우더,(주)비오팜,
"지방,탄수화물,단백질대사와에너지생성에필요한메타볼릭",코스맥스엔비티(주),
소원다이어트(SoOneDiet),코스맥스바이오(주),
"면역기능에필요한고려은단아연,비타민C1000",고려은단(주),
위&간케어,코스맥스바이오(주),
닥터알츠스카이450,주식회사노바렉스,
이롬플라젠청,코스맥스바이오(주),
고려홍삼분스페셜,금산홍삼랜드,
하와이안퓨어스피루리나,주식회사노바렉스,
프리미엄칼맥-D,네이처퓨어코리아(주),
프리미엄우먼멀티비타민,네이처퓨어코리아(주),
프리미엄멘멀티비타민,네이처퓨어코리아(주),
튼튼닷컴스피루리나,주식회사노바렉스,
트리플프리미엄로얄프로폴리스,주)팜크로스,
도둑다이어트버닝타임(BurningTimePettyThief),한국바이오팜(주),
나이트타임(NightTimeThief),한국바이오팜(주),
스마일렌징코11,(주)비오팜,
더블슬림다이어트,한국바이오팜(주),
도둑다이어트데이타임(DayTimeThief),한국바이오팜(주),
유니비전2,(주)서흥,
워터플러스자몽맛,(주)서흥오창공장,
더블팻슬림마스터,(주)네추럴에프앤피2공장,
존티(JONTY),(주)에스엘에스,
프리미엄루테인골드,극동에치팜(주),
케어-온오메가3&비타민D,(주)한국씨엔에스팜,
웰러스카테킨다이어트,한국바이오팜(주),
인삼(태극삼)농축액,풍기인삼농협,
인삼(태극삼)분말,풍기인삼농협,
웰러스다이어트CLA,한국바이오팜(주),
명현수,(주)한국씨엔에스팜,
웰러스다이어트가르시니아,한국바이오팜(주),
동방신보,(주)한국씨엔에스팜,
지큐랩(gQlab)데일리,일동바이오사이언스(주),
엔테로코커스페칼리스에프(F)1,주식회사락토메이슨,
스트렙토코커스써모필루스티(T)1,주식회사락토메이슨,
모닝홍삼정,대동고려삼(주),
비피도박테리움롱굼엘(L)1,주식회사락토메이슨,
보령궁수호프리미엄,(주)팜텍코리아,
에스컷다이어트프리미엄,주식회사노바렉스,
락토바실러스플란타룸피(P)1,주식회사락토메이슨,
엔테로코커스페슘에프(F)1,주식회사락토메이슨,
락토바실러스아시도필루스에이(A)1,주식회사락토메이슨,
락토바실러스카제이씨(C)1,주식회사락토메이슨,
비피도박테리움락티스엘(L)1,주식회사락토메이슨,
프리미엄비타민C1000,이앤에스(주),
일동맘이야기,코스맥스바이오(주),
베타제로,(주)뉴트라젠,
메가칸,(주)비티진,
굿밸런스(GoodBalance),주식회사한미양행,
인지Q,(주)뉴트라젠,
혼합유산균에이틴업,(주)바이오리듬,
혼합유산균에이틴,(주)바이오리듬,
혼합유산균나인업,(주)바이오리듬,
혼합유산균나인,(주)바이오리듬,
츄어블칼슘,네이처퓨어코리아(주),
HighQ+Strawberry(하이큐플러스스트로베리)(수출용),네이처퓨어코리아(주),
펫슬림다이어트알로에겔베라250블루베리맛,두리농산,
펫슬림다이어트알로에겔베라250망고맛,두리농산,
펫슬림다이어트알로에겔베라250,두리농산,
7030칼슘프리미엄츄어블,(주)다스코바이오,
생생베베프로바이오,(주)서흥,
연골파워보스웰리아,코스맥스바이오(주),
홍삼농축액5.5,농업회사법인(주)삼흥,
아이엠지프로바이오틱스팝,(주)한국신약,
아이엠지롱칼슘,(주)한국신약,
E플러스,주식회사한국바이오건강,
관절9988MSM골드,(주)유유헬스케어,
고려홍삼정,농업회사법인(주)삼흥,
한국칼슘왕,(주)다스코바이오,
한국칼슘박사,(주)다스코바이오,
하와이안스피루리나골드,(주)한풍네이처팜,
리얼슬림다이어트,극동에치팜(주),
징코그린플러스,극동에치팜(주),
백수오,(주)내츄럴엔도텍,
메가프리미엄골드,극동에치팜(주),
징코플러스,극동에치팜(주),
하이키즈츄어블,(주)메디언스,
하미경박사의하성비타A,(주)한국씨엔에스팜,
진기홍삼정(원료성),영농조합법인물댄동산,
바스큐징코,네이처퓨어코리아(주),
리턴,코스맥스바이오(주),
적포도발효농축액,하이바이오(주),
옻나무추출분말,농업회사법인주식회사생명의나무,
레드식물성필수지방산,(주)알피바이오,
알로에베라겔,제주농장영농조합법인제주지점,
미인데이,코스맥스바이오(주),
효엔플러스활,주)팜크로스,
하이락토키즈츄어블정,주)팜크로스,
피로개선을위한활력에너지홍경천비타민B,(주)한국씨엔에스팜,
락토베베유산균,엠에스바이오텍(주),
그린커피빈플러스다이어트스위트블랙,(주)서흥,
롱리치헬스케어아시락편,엠에스바이오텍(주),
엔케이플러스AHCC,(주)서흥오창공장,
뷰티나이트체리맛,코스맥스바이오(주),
고려홍삼정골드캅셀,(주)유니쎌팜,
엽산앤아연,(주)뉴팜,
락토바실러스람노서스PL60,(주)메디오젠,
유한m메가엽산플러스,(주)한국씨엔에스팜,
들깨리놀렌산필수지방산(식물성오메가3),코스맥스바이오(주),
맥스킹,코스맥스바이오(주),
코큐텐플러스,극동에치팜(주),
비타민D2000IU,(주)빅솔반월공장,
액티브플러스,극동에치팜(주),
슬림업발포다이어트가르시니아,바이오텍,
고려홍삼농축액플러스,(주)화인내츄럴,
그린커피빈플러스다이어트라이트믹스,(주)서흥,
울트라프로바이오틱스,극동에치팜(주),
MR-10미스터시크릿,(주)서흥,
기억력오메가3,종근당건강(주),
짜먹는요미젤리키즈멀티비타민망고맛,(주)서흥오창공장,
관절건강,안국건강(주),
락토바실러스퍼멘텀에프이(FE),주식회사락토메이슨,
이엠(EM)발포멀티유산균,바이오텍,
엔테로코커스페칼리스에프에이(FA),주식회사락토메이슨,
한삼인홍삼정스틱프라임,(주)농협홍삼,
파워칸옥타코사놀,극동에치팜(주),
더클린,극동에치팜(주),
밴드락서플리먼트,(주)한국씨엔에스팜,
실리론,에스케이내추럴팜(주),
알로에센스쿨,(주)녹십초알로에,
차전자피식이섬유,한국바이오팜(주),
베지오메가-3,(주)화진바이오코스메틱,
닥터에스더C1000,(주)빅솔반월공장,
한국호혈보감비정,주식회사한미양행,
프리미엄징코앤메모리,한국바이오팜(주),
키즈프로바이오틱스,(주)네추럴에프앤피2공장,
코엔자임큐텐맥스100mg,(주)한국씨엔에스팜,
면역엔&닥터웰뮨프리미엄,주)팜크로스,
나눔비타민사랑품은엄마용,(주)한국씨엔에스팜,
오메가3파워플러스,(주)네추럴에프앤피2공장,
맨파워쏘팔메토,극동에치팜(주),
뉴트리디-데이허브맛다이어트,주식회사한미양행,
프리미엄유산균프로바이오틱스,(주)한국씨엔에스팜,
키즈멀티비타민,(주)뉴팜,
드림리더10종복합코팅유산균,일동바이오사이언스(주),
에스키토톡,엠에스바이오텍(주),
발효홍삼농축액분말30,(주)비티진,
바로맑은청淸,(주)한국씨엔에스팜,
베이비&키즈생유산균,(주)뉴팜,
리버프라임,(주)아모레퍼시픽,
썬라이트클로렐라네추럴,(주)오투바이오,
멋진장쾌변식이섬유,(주)뉴팜,
에너지다이어트,코스맥스바이오(주),
호퍼비타민,(주)한국씨엔에스팜,
아이센스루테인플러스베타카로틴,극동에치팜(주),
온가족이칼슘을맛있게!뼈건강칼슘코코아맛,종근당건강(주),
홍삼정골드,김포파주인삼농업협동조합,
홍삼분말골드,김포파주인삼농업협동조합,
코큐텐플러스,(주)알피바이오,
고려홍삼분말,김포파주인삼농업협동조합,
조인트,주식회사바이오에비뉴,
루테인에이플러스,코스맥스바이오(주),
고려홍삼농축액,김포파주인삼농업협동조합,
글램비오틴,(주)네추럴에프앤피2공장,
엔테로코커스페슘에프에이(FA),주식회사락토메이슨,
락토바실러스람노수스알에이치(RH),주식회사락토메이슨,
온가족이칼슘을맛있게!뼈건강칼슘우유맛,종근당건강(주),
락토코커스락티스엘에이(LA),주식회사락토메이슨,
마더스밸런스3,코스맥스바이오(주),
비피도박테리움브레브비이(BE),주식회사락토메이슨,
비피도박테리움비피둠비아이(BI),주식회사락토메이슨,
비피도박테리움롱굼인판티스아이엔(IN),주식회사락토메이슨,
황작홍삼추출분말,(주)에스제이바이오텍,
튼튼쑥쑥홍삼젤리,코스맥스바이오(주),
탄수화물의지방합성을억제해주는컷앤블럭다이어트타로맛,(주)서흥,
비피도박테리움롱검인판티스BI9988,(주)메디오젠,
과채유래유산균(L.plantarumCJLP243),(주)메디오젠,
비피도박테리움락티스비피더스균분말,"(주)쎌바이오텍1공장,2공장",
6년근고려홍삼정골드스틱,태웅식품(주),
엑티브아연,(주)백천바이오텍(biotech),
락토바실루스아시도필루스유산균분말,"(주)쎌바이오텍1공장,2공장",
호간원,(주)건보,
하늘마음프로바이오틱스4프리미엄,(주)네추럴에프앤피2공장,
프리미엄조인트에이드플러스N-아세틸글루코사민,(주)한국씨엔에스팜,
트리플엑스,종근당건강(주),
키노피오홍삼액,(주)동원에프앤비,
청(淸)모나콜린K,(주)허브큐어,
난황프리미엄,극동에치팜(주),
7종혼합유산균알비,(주)레인보우바이오테크,
녹십자HS비타민D1500IU,동서바이오팜(주),
알리오센1000,주식회사노바렉스,
6년근고려홍삼정골드,주식회사동진제약,
베이비락토프리미엄생유산균,종근당건강(주),
프리미엄비타C,일양약품(주),
프로폴리스추출분말,(주)메디언스,
탄수화물의지방합성을억제해주는컷앤블럭다이어트오렌지맛,(주)서흥,
키즈기어지골드,코스맥스바이오(주),
키즈멀티비타민미네랄,(주)에스엘에스,
컷앤컷돌외,콜마비앤에이치(주)음성공장,
라파플러스비타민CI,주식회사한국바이오건강,
멀티비타민미네랄,종근당건강(주),
마더스칼슘마그네슘,코스맥스바이오(주),
거제도알로에플러스,주식회사한국바이오건강,
웰펙트큐(WellfectQ),(주)한국씨엔에스팜,
슈퍼갈릭,코스맥스바이오(주),
로즈힙유플렉스골드100,주)팜크로스,
활홍삼,(주)네추럴에프앤피2공장,
홍삼검보,코스맥스바이오(주),
행복비타민오렌지맛,(주)한국씨엔에스팜,
행복비타민블루베리맛,(주)한국씨엔에스팜,
튼튼닷컴엽산600철분비타민D,주식회사노바렉스,
쾌변화이바,콜마비앤에이치(주)음성공장,
슈퍼슬림다이어트HCA,(주)오투바이오,
알로에아보레,(주)마임,
미슬코큐텐S,코스맥스바이오(주),
알로에겔퓨어,(주)서흥오창공장,
기억력개선에도움을줄수있는브레인액티브,(주)유유헬스케어,
홍삼정,인성제약(주),
곡물보감S,(주)허브큐어,
이플러스,(주)한국씨엔에스팜,
뉴장안에화제,코스맥스엔비티(주),
없었던일로옐로우,(주)네추럴에프앤피2공장,
환한세상비타민A,극동에치팜(주),
프로픽,주식회사노바렉스,
프로폴리스캡슐,(주)한국씨엔에스팜,
챕터옵티멈,(주)한국씨엔에스팜,
마이크로플렉스MVP(엠브이피),(주)서흥,
식이섬유화이버캡,극동에치팜(주),
슈퍼조인트F,주식회사노바렉스,
에스테포인원감마리놀렌산,코스맥스엔비티(주),
지플렉스엠피50,진명뉴트리션,
갈릭파워,주식회사노바렉스,
참당귀추출분말(Nutragen),주식회사뉴트라젠,
피로날린,(주)서흥,
튼튼닷컴17종생유산균,주식회사노바렉스,
키즈기어아이,코스맥스바이오(주),
캡슐비타민D15ug,네이처퓨어코리아(주),
간애플러스,주식회사토모,
마시는악마다이어트프리미엄레몬맛,콜마비앤에이치(주)음성공장,
마시는악마다이어트프리미엄블랙라즈베리맛,콜마비앤에이치(주)음성공장,
다운-일레븐와일드,(주)한풍네이처팜,
락토바실러스파라카제이피엠(PM),주식회사락토메이슨,
상쾌한프로폴리스,(주)뉴팜,
락토바실러스카제이씨에이(CA),주식회사락토메이슨,
멋진멀티비타민(레몬맛),(주)뉴팜,
와일드슬림,코스맥스바이오(주),
비타민D1000IU,코스맥스바이오(주),
HighQ+Orange(하이큐플러스오렌지)(수출용),네이처퓨어코리아(주),
라피스이엠-Ca골드,(주)유유헬스케어,
멋진멀티비타민(블루베리맛),(주)뉴팜,
혼합유산균이디나인,주식회사락토메이슨,
프로바이오500,(주)한국씨엔에스팜,
퀵케어,네이처퓨어코리아(주),
촉촉미녀,(주)한국씨엔에스팜,
닥터스징코,극동에치팜(주),
닥터안지오1000,(주)안지오랩,
유한m슈퍼맘엽산600,(주)한국씨엔에스팜,
참진화이버,(주)한국씨엔에스팜,
닥터비타민500,콜마비앤에이치(주)음성공장,
명작수(秀),(주)아모레퍼시픽,
셀라인오비엑스,(주)안지오랩,
후토스종합비타민미네랄츄어블,주식회사노바렉스,
홍삼농축액골드,안성인삼협동조합인삼가공공장,
푸른생프리미엄,코스맥스바이오(주),
안성마춤홍삼정골드,안성인삼협동조합인삼가공공장,
라파플러스키토산,주식회사한국바이오건강,
밸런스업,주식회사한미양행,
바이탈업,(주)아리바이오에이치앤비,
MSM프리미엄,극동에치팜(주),
코박사,안국건강(주),
중외MSM100,극동에치팜(주),
비피도박테리움롱굼엘엠(LM),주식회사락토메이슨,
락토바실러스플란타룸피엘(PL),주식회사락토메이슨,
스트렙토코커스써모필루스티에이치(TH),주식회사락토메이슨,
마더스철분30,코스맥스바이오(주),
비피도박테리움애니말리스락티스엘에이(LA),주식회사락토메이슨,
락토바실러스아시도필루스에이에스(AS),주식회사락토메이슨,
밀크아이요거트맛,주식회사아람,
밀크아이플레인맛,주식회사아람,
세라마이드,네이처퓨어코리아(주),
로하비트리플마그네슘골드,극동에치팜(주),
밀크아이딸기맛,주식회사아람,
그리니티,주)팜크로스,
홍경천프리미엄,(주)네추럴에프앤피2공장,
프로바이오골드,(주)아모레퍼시픽,
멋진칼슘(오렌지맛),(주)뉴팜,
멋진칼슘(포도맛),(주)뉴팜,
가르시니아프리미엄,(주)네추럴에프앤피2공장,
